ensg	name	MEF	OSK iCD1 D0	OSK iCD1 D1	OSK iCD1 D3	OSK iCD1 D5	OSK iCD1 D8	OSK iCD1 D10	ESC 2iLIF
ENSMUSG00000041817	Fam169a	128.0	66.5	93.0	93.0	86.0	315.5	338.5	783.5
ENSMUSG00000034382	AI661453	6.0	26.0	21.5	8.5	6.5	65.0	41.0	94.0
ENSMUSG00000027472	Pdrg1	597.0	756.5	1270.0	1153.5	899.0	465.0	388.5	296.5
ENSMUSG00000074743	Thbd	607.0	1664.5	1406.5	1318.0	722.5	185.5	415.0	1.5
ENSMUSG00000094708	Gm10359	792.0	484.5	605.5	492.5	511.5	881.5	997.5	632.0
ENSMUSG00000058076	Sdhc	1335.0	1192.5	825.5	812.5	720.0	652.5	830.5	1470.0
ENSMUSG00000108414	Snhg1	1722.0	346.5	565.0	490.0	555.5	1298.0	804.0	1814.5
ENSMUSG00000027435	Cd93	23.0	121.5	28.0	75.5	44.0	32.0	82.5	0.0
ENSMUSG00000039234	Sec24d	1740.0	1859.0	1247.0	1575.0	598.5	380.5	973.0	377.0
ENSMUSG00000051043	Gprc5c	52.0	87.0	20.5	26.0	24.0	47.0	63.0	197.5
ENSMUSG00000020640	Itsn2	434.0	578.0	1060.0	901.0	1174.0	874.5	689.5	289.5
ENSMUSG00000097330	Gm26672	59.0	116.5	119.0	140.0	116.0	63.0	61.0	67.5
ENSMUSG00000074796	Slc4a11	17.0	34.0	170.0	133.0	105.5	210.5	82.5	229.5
ENSMUSG00000049092	Gpr137c	156.0	297.0	304.0	275.5	423.0	277.5	221.5	243.5
ENSMUSG00000054939	Zfp174	33.0	118.5	54.5	46.0	79.5	33.0	35.0	86.0
ENSMUSG00000021108	Prkch	58.0	73.0	103.0	78.0	34.0	27.5	43.0	62.0
ENSMUSG00000103309	BC037039	203.0	700.5	791.0	950.5	521.5	166.5	392.5	103.5
ENSMUSG00000035279	Ssc5d	290.0	314.5	382.0	824.5	376.0	47.5	259.5	47.5
ENSMUSG00000046417	Lrrc75a	116.0	421.5	147.0	140.0	415.0	70.0	91.5	161.0
ENSMUSG00000043313	Pcdhb19	33.0	39.0	21.0	52.0	29.5	19.0	59.0	1.0
ENSMUSG00000105482	Gm42596	8.0	15.5	14.5	13.0	20.0	24.5	22.0	209.0
ENSMUSG00000102222	Pcdhga10	33.0	79.5	79.5	87.0	76.5	30.5	31.5	29.0
ENSMUSG00000043323	Fbrsl1	353.0	380.5	328.0	417.5	441.5	914.5	833.5	3082.5
ENSMUSG00000102543	Pcdhgc5	44.0	171.0	110.5	190.5	54.5	17.5	15.0	11.0
ENSMUSG00000005982	Naa60	381.0	423.0	416.0	419.0	357.5	305.0	313.5	335.5
ENSMUSG00000041073	Nacad	99.0	382.0	14.5	6.0	13.5	20.5	28.0	12.5
ENSMUSG00000050103	Agmo	116.0	189.0	62.0	217.5	295.5	165.5	135.5	24.0
ENSMUSG00000038521	C1s1	47.0	422.5	242.5	482.0	1057.0	369.5	575.0	44.0
ENSMUSG00000018442	Derl2	614.0	439.0	405.0	357.5	370.0	322.5	384.5	473.5
ENSMUSG00000034480	Diaph2	683.0	861.5	965.5	873.0	772.5	757.5	771.0	799.0
ENSMUSG00000027660	Skil	619.0	1464.0	807.0	559.0	607.0	688.5	617.5	419.0
ENSMUSG00000020140	Lgr5	44.0	64.5	8.0	25.0	37.5	10.5	21.5	1.0
ENSMUSG00000046352	Gjb2	302.0	131.5	0.5	6.5	2.5	10.5	6.5	6.0
ENSMUSG00000038174	Fam126b	470.0	539.0	457.0	487.0	516.5	539.5	559.5	494.5
ENSMUSG00000019464	Ptger1	330.0	460.5	1129.0	1470.0	1578.5	597.5	555.0	332.0
ENSMUSG00000003423	Pih1d1	486.0	235.5	354.0	226.0	278.0	332.5	254.0	547.5
ENSMUSG00000024589	Nedd4l	472.0	632.0	572.0	493.0	516.0	293.5	286.5	232.5
ENSMUSG00000074170	Plekhf1	149.0	192.0	86.0	90.0	56.5	29.5	41.5	213.0
ENSMUSG00000070337	Gpr179	14.0	26.0	21.5	41.0	241.5	1972.5	1282.5	12.0
ENSMUSG00000027803	Wwtr1	1068.0	2945.5	2735.5	2143.0	1292.5	1054.0	1870.5	800.5
ENSMUSG00000044465	Fam160a2	389.0	350.5	420.5	358.5	325.0	586.0	653.5	1159.5
ENSMUSG00000028672	Hmgcl	357.0	317.5	295.5	270.5	196.5	233.0	292.5	354.5
ENSMUSG00000057672	Pkn1	510.0	897.5	1557.0	2104.5	2134.0	1013.0	1127.0	863.5
ENSMUSG00000061981	Flot2	1059.0	1156.0	1071.0	803.0	806.5	487.0	676.0	855.5
ENSMUSG00000030007	Cct7	4615.0	2530.5	3433.0	2982.0	3164.0	3523.0	3287.0	8783.5
ENSMUSG00000085176	Gm15397	116.0	62.5	59.0	43.0	72.0	11.0	12.0	24.5
ENSMUSG00000047648	Fbxo30	952.0	835.0	747.5	655.5	560.5	896.0	832.0	1110.0
ENSMUSG00000081094	Rpl19-ps11	513.0	504.5	517.0	369.0	296.0	497.5	462.5	498.5
ENSMUSG00000027790	Sis	28.0	25.0	13.5	14.0	35.0	11.0	36.0	24.5
ENSMUSG00000036992	Nxt1	320.0	172.5	207.5	122.5	167.5	279.5	235.0	449.0
ENSMUSG00000112605	CR974589.1	215.0	58.5	40.5	42.0	26.0	154.0	147.5	13.5
ENSMUSG00000030509	Asb7	218.0	320.5	170.5	204.0	172.5	200.0	211.5	252.5
ENSMUSG00000046191	Pcdhb20	60.0	65.0	91.0	176.5	221.0	52.5	96.5	1.0
ENSMUSG00000108596	Itgam	33.0	108.0	73.5	148.0	142.5	80.5	11.0	20.0
ENSMUSG00000100212	Gm5522	1.0	1.0	0.0	2.0	0.5	73.0	10.5	0.0
ENSMUSG00000073591	Pcdhb22	149.0	160.5	113.5	227.0	139.0	77.0	111.5	17.0
ENSMUSG00000047388	Atmin	228.0	295.5	338.0	313.0	316.5	559.5	500.0	859.0
ENSMUSG00000004500	Zfp324	111.0	149.5	132.0	98.0	132.5	106.0	96.5	104.5
ENSMUSG00000044770	Scml4	8.0	11.5	128.5	90.0	72.0	14.5	55.5	14.0
ENSMUSG00000031273	Col4a6	110.0	554.5	85.5	116.0	164.5	51.5	234.0	1.0
ENSMUSG00000103677	Pcdhga4	1668.0	1721.5	1570.0	2121.5	1250.0	542.0	992.0	732.0
ENSMUSG00000032727	Mier3	255.0	225.0	259.5	233.5	213.5	279.0	293.5	300.0
ENSMUSG00000005958	Ephb3	458.0	688.5	165.0	314.5	165.5	192.0	332.5	562.5
ENSMUSG00000030786	Itgam	28.0	101.5	49.5	137.0	121.5	61.0	8.5	17.0
ENSMUSG00000057706	Mex3b	185.0	302.0	247.0	222.0	267.5	233.0	366.5	59.5
ENSMUSG00000103749	Pcdhgb5	67.0	99.5	103.0	142.5	146.0	39.0	34.0	36.0
ENSMUSG00000032375	Aph1b	183.0	369.0	218.0	257.0	127.5	48.0	104.0	92.5
ENSMUSG00000102748	Pcdhgb2	1193.0	1013.0	900.5	1230.0	820.5	321.0	537.5	439.0
ENSMUSG00000026885	Ttll11	85.0	101.0	55.5	86.5	78.0	10.0	15.5	32.0
ENSMUSG00000040599	Mis12	443.0	328.5	362.5	208.0	254.0	247.5	258.0	298.0
ENSMUSG00000052613	Pcdh15	18.0	16.0	45.0	135.5	25.5	10.0	14.5	2.5
ENSMUSG00000016528	Mapkapk2	1861.0	1417.0	1107.0	1057.5	1167.0	725.5	1345.0	302.0
ENSMUSG00000030590	Fam98c	107.0	94.0	114.5	105.5	131.5	152.0	118.5	349.0
ENSMUSG00000079343	C1s2	5.0	23.0	13.5	20.0	52.0	41.5	56.5	6.5
ENSMUSG00000048960	Prex2	64.0	69.5	114.0	265.0	181.0	250.5	321.0	172.0
ENSMUSG00000038485	Socs7	245.0	338.0	422.5	434.5	606.5	454.5	658.0	795.5
ENSMUSG00000019986	Ahi1	182.0	230.5	189.0	220.5	166.5	121.0	125.0	159.5
ENSMUSG00000030008	Pradc1	81.0	57.5	115.0	102.0	128.5	43.0	37.0	168.0
ENSMUSG00000098470	C1rb	20.0	97.0	64.5	114.5	248.0	95.0	86.5	0.5
ENSMUSG00000043192	Gm1840	290.0	258.0	404.5	386.5	349.5	676.0	1076.0	225.5
ENSMUSG00000038564	Ift172	355.0	565.5	313.0	440.0	372.5	483.5	522.0	531.0
ENSMUSG00000048728	Zfp454	33.0	46.5	45.5	38.5	41.0	58.0	63.0	77.5
ENSMUSG00000097327	E030030I06Rik	30.0	18.0	32.5	20.5	14.5	29.5	23.0	55.0
ENSMUSG00000089961	Gm16567	11.0	105.0	64.0	116.0	269.0	82.5	112.5	11.0
ENSMUSG00000004317	Clcn5	1085.0	1190.5	2670.0	1492.5	1010.0	399.0	389.0	147.5
ENSMUSG00000032178	Ilf3	1442.0	1026.5	1047.5	1321.0	1259.0	2012.0	1905.0	2867.5
ENSMUSG00000034403	Pja1	887.0	994.0	740.0	800.0	907.0	622.5	838.5	407.5
ENSMUSG00000084838	Gm10241	85.0	86.0	93.5	70.5	57.0	71.0	72.0	154.0
ENSMUSG00000032192	Gnb5	220.0	460.5	243.5	336.0	233.0	116.0	154.5	90.5
ENSMUSG00000078517	Emc1	753.0	824.5	1002.0	1091.5	1096.0	967.5	1022.5	706.5
ENSMUSG00000025979	Mob4	844.0	500.0	895.0	639.5	644.5	448.5	394.5	444.0
ENSMUSG00000026315	Serpinb8	68.0	168.5	723.5	828.0	937.0	157.0	176.5	2.0
ENSMUSG00000021908	Gm6768	105.0	188.0	231.5	261.0	212.0	245.5	235.0	212.0
ENSMUSG00000044533	Rps2	31562.0	13049.0	17098.0	13023.5	21653.0	59340.0	59340.0	59340.0
ENSMUSG00000030589	Rasgrp4	37.0	30.0	30.5	33.0	27.5	89.0	54.5	188.0
ENSMUSG00000026955	Sapcd2	147.0	61.5	66.5	50.5	140.0	246.0	203.0	463.5
ENSMUSG00000087153	Gm6483	58.0	82.0	53.5	40.5	35.5	85.0	72.0	135.0
ENSMUSG00000038056	Kmt2c	215.0	476.0	451.5	686.5	509.5	601.0	1136.0	1025.0
ENSMUSG00000032840	2410131K14Rik	277.0	287.5	549.5	732.5	528.5	372.5	413.5	299.0
ENSMUSG00000031796	Cfap20	498.0	318.0	321.5	365.0	395.5	478.5	577.0	472.5
ENSMUSG00000041886	Macc1	362.0	170.0	232.5	226.0	398.5	237.5	180.0	25.5
ENSMUSG00000029290	Zfp326	530.0	307.5	499.5	637.5	790.0	719.0	450.0	287.5
ENSMUSG00000056708	Ier5	1357.0	1029.0	453.5	490.5	259.5	220.0	627.0	84.5
ENSMUSG00000068874	Selenbp1	28.0	33.5	35.0	54.5	44.0	37.5	323.5	42.0
ENSMUSG00000031833	Mast3	260.0	423.5	368.5	370.5	379.5	469.0	601.5	824.5
ENSMUSG00000068245	Phf11d	6.0	49.0	8.0	56.5	179.5	353.5	181.5	1026.0
ENSMUSG00000020534	Shmt1	286.0	102.5	249.0	203.0	286.5	1089.0	548.5	1381.0
ENSMUSG00000046387	Pcdhb17	133.0	124.5	94.0	114.0	52.0	26.0	131.0	2.5
ENSMUSG00000023170	Gps2	387.0	243.0	267.5	366.5	412.5	426.0	422.5	449.5
ENSMUSG00000021068	Nin	476.0	483.5	545.0	548.0	486.5	459.5	573.0	119.0
ENSMUSG00000081076	Rpsa-ps4	366.0	112.0	108.0	69.0	65.5	355.5	313.0	16.0
ENSMUSG00000031988	Vps26b	659.0	1046.0	790.5	807.5	807.0	479.0	648.5	600.5
ENSMUSG00000018809	Smyd4	84.0	99.0	93.0	104.5	86.5	120.5	96.0	208.0
ENSMUSG00000063077	Kif1b	1284.0	3389.0	2620.5	2457.0	2214.0	1640.5	2896.5	790.0
ENSMUSG00000100434	Gm3489	29.0	62.5	13.5	36.5	35.5	32.5	12.0	25.5
ENSMUSG00000035443	Thyn1	917.0	568.5	576.0	549.5	453.5	695.5	650.5	740.0
ENSMUSG00000063362	Alg11	237.0	287.5	322.5	368.0	400.5	265.0	269.5	258.0
ENSMUSG00000057967	Fgf18	8.0	168.5	69.0	57.5	100.0	4.5	5.5	0.5
ENSMUSG00000055493	Epm2a	30.0	32.5	20.0	24.5	18.0	12.0	17.0	69.5
ENSMUSG00000032116	Stt3a	4387.0	4672.5	3974.0	3558.5	3031.0	3087.0	3281.0	3901.0
ENSMUSG00000019841	Rev3l	817.0	894.5	854.5	1065.0	852.0	1267.0	1370.5	779.5
ENSMUSG00000103088	Pcdhgb6	74.0	120.0	96.0	129.0	84.5	30.5	50.0	22.5
ENSMUSG00000021595	Nsun2	2065.0	1065.0	1388.0	1202.5	1267.0	2069.5	1747.5	1565.0
ENSMUSG00000111348	AC133947.2	14.0	66.0	42.0	57.5	39.5	5.5	7.5	10.5
ENSMUSG00000033918	Parl	731.0	432.5	739.0	706.0	1106.5	1134.5	576.5	1284.5
ENSMUSG00000084925	1810062O18Rik	35.0	32.0	36.5	41.5	37.0	57.0	56.0	78.5
ENSMUSG00000026245	Farsb	1327.0	623.5	692.5	493.0	682.0	1141.0	769.0	1948.5
ENSMUSG00000091732	Gm17541	90.0	24.5	21.0	22.0	32.0	74.5	80.0	0.5
ENSMUSG00000024505	Dtwd2	58.0	39.0	46.0	45.5	43.5	70.0	52.0	303.5
ENSMUSG00000051550	Zfp579	134.0	205.5	106.0	139.0	126.5	64.5	155.0	51.5
ENSMUSG00000005397	Nid1	7580.0	21674.5	31612.0	24376.0	15088.5	2725.0	5057.5	6123.5
ENSMUSG00000040118	Cacna2d1	1064.0	1219.0	1211.5	1240.5	758.5	402.5	456.5	320.5
ENSMUSG00000058579	Cela2a	14.0	14.5	8.5	7.5	9.0	9.5	9.0	81.0
ENSMUSG00000003031	Cdkn1b	412.0	477.0	150.5	122.0	236.0	463.5	784.0	958.5
ENSMUSG00000022346	Myc	722.0	873.5	330.0	319.5	410.5	294.0	206.0	4.5
ENSMUSG00000039748	Exo1	323.0	126.5	195.0	112.5	187.5	543.5	372.0	665.0
ENSMUSG00000034235	Usp54	149.0	132.0	183.5	206.5	211.5	338.5	408.0	354.5
ENSMUSG00000044609	Gm9294	420.0	94.5	92.5	78.0	68.0	285.0	286.5	41.5
ENSMUSG00000038188	Scarf1	3.0	7.0	0.0	3.5	1.5	7.0	9.5	142.0
ENSMUSG00000022094	Slc39a14	472.0	810.0	1654.0	1942.0	4217.0	2109.5	1432.0	29.5
ENSMUSG00000029998	Pcyox1	1099.0	1953.5	1870.5	1752.5	1250.0	778.0	1060.5	410.5
ENSMUSG00000110669	Gm10060	35.0	155.5	133.5	130.5	137.0	191.0	193.5	83.0
ENSMUSG00000026411	Tmem9	746.0	975.0	659.0	656.0	654.5	493.5	654.5	522.5
ENSMUSG00000034424	Gcsh	1114.0	488.5	753.5	552.0	391.0	656.5	441.5	1011.0
ENSMUSG00000046010	Zfp830	159.0	188.5	166.0	144.5	157.0	167.5	184.5	247.5
ENSMUSG00000040722	Scamp5	262.0	460.0	639.0	797.0	771.0	571.0	451.5	669.0
ENSMUSG00000113380	AC122465.1	145.0	742.5	595.0	800.0	376.5	74.5	116.0	271.5
ENSMUSG00000033809	Alg3	256.0	271.5	223.5	234.5	318.5	273.0	130.5	461.5
ENSMUSG00000031711	Zfp330	753.0	601.5	528.5	425.5	416.0	604.0	687.0	1045.5
ENSMUSG00000002428	Hltf	215.0	278.0	256.5	267.0	289.5	1125.0	346.0	258.5
ENSMUSG00000104063	Pcdhgb7	51.0	76.0	78.0	104.5	89.0	42.5	45.0	35.0
ENSMUSG00000002688	Prkd1	279.0	234.0	112.5	80.5	39.0	9.5	40.0	39.5
ENSMUSG00000038010	Ccdc138	74.0	31.0	30.0	27.0	44.5	78.5	65.0	192.5
ENSMUSG00000008475	Arpc5	3191.0	2839.5	2110.5	1844.0	1945.5	1165.5	1111.5	811.0
ENSMUSG00000015305	Sash1	594.0	1140.0	1018.0	1846.0	660.0	607.0	775.5	763.0
ENSMUSG00000028914	Casp9	264.0	259.5	268.5	240.5	282.0	310.5	322.5	503.0
ENSMUSG00000053091	Lins1	241.0	181.5	159.0	167.0	138.5	190.0	182.0	173.0
ENSMUSG00000049323	Smcr8	381.0	628.0	843.0	1017.5	849.0	729.5	711.0	604.0
ENSMUSG00000079654	Prrt4	6.0	17.0	66.0	150.0	146.0	3.0	6.0	148.0
ENSMUSG00000067860	Zic3	29.0	48.0	56.5	53.0	214.5	501.5	620.0	288.5
ENSMUSG00000041343	Ankrd42	125.0	116.0	97.5	86.0	59.5	43.5	46.0	67.5
ENSMUSG00000052688	Rab7b	64.0	475.0	343.5	534.5	467.0	89.0	95.0	2.0
ENSMUSG00000096726	Gm5558	165.0	33.5	40.5	28.5	42.5	116.0	86.0	3.0
ENSMUSG00000101937	Gm5268	244.0	79.0	76.0	50.0	49.0	149.5	156.5	66.0
ENSMUSG00000021816	Ppp3cb	1857.0	1814.0	1128.0	1176.0	1107.0	1185.0	1279.5	2034.0
ENSMUSG00000040321	Zfp770	143.0	110.0	149.5	164.5	278.0	352.0	227.0	157.0
ENSMUSG00000024908	Ppp6r3	1032.0	982.5	1078.5	1112.0	1175.5	2101.5	2296.5	2011.0
ENSMUSG00000026153	Fam135a	894.0	1167.0	1739.0	1605.0	1975.0	1417.0	1436.5	709.5
ENSMUSG00000032908	Sgpp2	33.0	13.0	19.5	34.0	42.0	156.5	59.5	43.5
ENSMUSG00000097167	Gm16740	52.0	65.0	80.0	56.5	64.0	33.5	44.5	77.5
ENSMUSG00000024335	Brd2	2837.0	2192.5	3420.5	3385.0	3522.0	3559.5	3761.0	3045.0
ENSMUSG00000085175	Gm11423	30.0	30.5	12.0	12.5	18.0	11.5	25.5	54.0
ENSMUSG00000038766	Gabpb2	256.0	305.5	535.0	614.5	707.5	901.0	1050.0	744.0
ENSMUSG00000002033	Cd3g	15.0	2.5	1.0	28.0	237.5	24.0	6.5	11.5
ENSMUSG00000000355	Mcts1	1073.0	891.0	788.0	685.0	712.0	729.0	644.0	697.5
ENSMUSG00000049807	Arhgap23	839.0	1394.0	1188.5	1337.5	1115.5	429.5	555.5	482.5
ENSMUSG00000028797	Tmem234	957.0	816.0	846.0	815.5	821.0	828.5	862.5	734.0
ENSMUSG00000071719	Tmem28	1.0	1.0	14.0	20.0	24.0	10.0	30.5	141.0
ENSMUSG00000030423	Pop4	318.0	378.5	328.5	221.0	285.5	218.0	222.0	527.5
ENSMUSG00000004561	Mettl17	292.0	171.5	197.0	225.0	227.5	372.0	303.5	332.5
ENSMUSG00000066036	Ubr4	1672.0	4234.5	4346.5	4900.0	4962.5	5030.0	4906.5	5998.5
ENSMUSG00000048271	Rbm33	612.0	845.0	699.0	898.0	805.5	1080.0	1331.0	1235.0
ENSMUSG00000005609	Ctr9	935.0	774.0	706.0	699.0	646.5	697.5	803.0	834.0
ENSMUSG00000039131	Gipc2	20.0	24.0	33.0	33.0	46.5	131.5	51.0	33.0
ENSMUSG00000006392	Med8	604.0	313.0	352.0	297.5	320.5	403.5	267.0	347.5
ENSMUSG00000058740	Kcnt1	1.0	1.0	1.0	1.0	1.0	10.5	55.5	1.0
ENSMUSG00000063851	Rnf183	8.0	10.0	176.0	142.5	107.0	53.0	38.0	4.0
ENSMUSG00000046722	Cdc42se1	966.0	768.5	1102.0	767.5	1144.0	1086.0	1197.5	786.5
ENSMUSG00000002107	Celf2	482.0	1348.5	449.5	551.5	261.0	74.0	162.5	56.0
ENSMUSG00000021594	Srd5a1	106.0	49.5	116.0	112.0	218.0	187.5	168.5	94.0
ENSMUSG00000042010	Acacb	21.0	143.0	109.0	127.5	189.5	187.0	127.5	507.5
ENSMUSG00000047988	4933428G20Rik	71.0	145.5	121.5	129.5	103.5	23.0	25.5	64.0
ENSMUSG00000048520	Fbxl13	167.0	86.5	13.5	17.5	6.0	4.0	7.5	2.5
ENSMUSG00000034575	Papd7	510.0	502.5	478.5	431.0	450.5	372.5	524.0	458.5
ENSMUSG00000108109	Gm44287	41.0	32.0	27.5	35.0	24.5	31.0	18.5	69.5
ENSMUSG00000030034	Ino80b	122.0	107.0	101.5	100.5	114.0	121.0	103.5	344.5
ENSMUSG00000024222	Fkbp5	699.0	359.0	306.5	291.5	204.5	415.5	415.5	2300.0
ENSMUSG00000053192	Mllt11	235.0	360.5	496.5	237.0	361.0	162.0	138.5	178.5
ENSMUSG00000033379	Atp6v0b	919.0	821.5	2005.0	1442.5	1751.5	975.0	895.5	947.5
ENSMUSG00000034667	Xpot	1509.0	1691.5	1187.5	1087.0	1132.5	1479.0	1262.0	2144.5
ENSMUSG00000048787	Dcun1d3	215.0	458.5	414.5	361.0	402.0	259.5	285.0	278.5
ENSMUSG00000048497	Mmgt2	253.0	251.0	206.0	205.5	198.5	124.0	114.0	100.5
ENSMUSG00000091133	Gm17108	116.0	125.0	188.5	155.5	182.0	205.5	156.0	229.0
ENSMUSG00000030613	Ccdc90b	237.0	196.0	175.5	186.0	156.0	123.0	114.5	171.5
ENSMUSG00000016526	Dyrk3	161.0	58.0	194.5	135.0	132.0	348.5	339.0	411.5
ENSMUSG00000026480	Ncf2	41.0	82.5	41.5	77.0	90.0	97.0	19.0	217.5
ENSMUSG00000070056	Mfhas1	383.0	488.0	285.0	328.0	206.5	159.0	185.0	93.5
ENSMUSG00000057147	Dph6	810.0	691.0	806.0	764.0	632.5	729.5	586.0	992.0
ENSMUSG00000053930	Shisa6	12.0	9.0	73.0	171.5	126.0	52.0	99.0	4.0
ENSMUSG00000030922	Lyrm1	47.0	41.5	76.0	71.5	108.5	54.0	31.0	49.5
ENSMUSG00000020262	Adarb1	116.0	260.5	165.5	307.5	125.0	65.0	115.5	180.5
ENSMUSG00000009555	Cdk9	991.0	813.0	760.5	721.0	725.0	831.0	937.5	974.5
ENSMUSG00000085278	Gm12841	154.0	123.5	394.0	265.0	308.0	119.5	103.0	222.0
ENSMUSG00000029684	Wasl	584.0	1179.5	716.5	685.0	769.5	550.5	761.0	1012.5
ENSMUSG00000097164	Cep83os	42.0	61.5	40.5	56.5	54.5	34.5	36.5	11.5
ENSMUSG00000038390	Gpr162	48.0	160.5	44.0	83.0	47.0	83.5	136.0	79.0
ENSMUSG00000031605	Klhl2	333.0	265.5	380.5	289.0	280.5	520.5	340.0	645.0
ENSMUSG00000045455	Gm9797	112.0	50.5	145.5	69.5	103.0	92.5	65.5	78.5
ENSMUSG00000041995	Zbed3	445.0	364.5	248.0	260.5	241.5	175.5	216.0	267.0
ENSMUSG00000059327	Eda	103.0	129.5	117.0	147.0	94.5	30.5	77.5	208.0
ENSMUSG00000017210	Med24	544.0	578.0	547.0	616.0	613.0	1059.5	646.0	972.5
ENSMUSG00000102644	Thap6	95.0	90.5	113.5	137.0	117.5	91.5	76.5	121.5
ENSMUSG00000030059	Tmf1	614.0	475.5	681.0	790.5	567.0	521.5	481.5	245.0
ENSMUSG00000038034	Igsf8	567.0	564.5	236.0	164.0	162.5	246.0	524.5	667.0
ENSMUSG00000028266	Lmo4	824.0	751.0	864.0	432.5	607.5	185.0	221.0	94.5
ENSMUSG00000029397	Rchy1	514.0	353.5	374.0	493.5	350.0	297.5	301.0	513.5
ENSMUSG00000068732	Tmem167b	561.0	905.5	575.0	650.5	506.5	350.0	486.5	274.5
ENSMUSG00000039883	Lrrc17	2838.0	905.5	28.5	128.0	16.5	12.0	59.0	2.5
ENSMUSG00000028795	Ccdc28b	43.0	52.5	76.5	61.5	61.0	89.0	77.0	27.0
ENSMUSG00000061969	Gm5581	32.0	28.5	37.0	37.5	37.0	12.0	13.5	28.0
ENSMUSG00000055633	Zfp580	116.0	197.0	41.5	59.0	64.5	26.5	85.5	161.0
ENSMUSG00000029235	Pdcl2	1.0	1.0	2.0	3.0	5.5	9.5	6.5	69.5
ENSMUSG00000026471	Mr1	70.0	175.0	58.5	70.0	53.0	30.5	124.0	3.0
ENSMUSG00000023944	Hsp90ab1	23011.0	14255.0	31574.0	27292.0	31574.0	59340.0	59340.0	59340.0
ENSMUSG00000084785	Gm13972	116.0	28.5	15.0	44.0	14.0	12.0	13.5	28.5
ENSMUSG00000035228	Ccdc106	28.0	42.5	26.5	30.0	20.0	12.0	12.5	85.0
ENSMUSG00000027230	Creb3l1	1482.0	889.5	431.0	612.5	195.5	33.0	108.0	93.5
ENSMUSG00000033940	Brk1	1518.0	1165.5	1291.5	958.0	1031.5	874.5	972.0	1330.0
ENSMUSG00000026305	Lrrfip1	1880.0	2197.0	3217.0	2248.0	2175.0	968.0	1047.5	69.5
ENSMUSG00000099966	2810402E24Rik	70.0	44.0	35.5	54.5	40.0	31.5	37.5	33.5
ENSMUSG00000020656	Grhl1	3.0	6.5	9.5	19.5	59.5	57.5	93.5	100.0
ENSMUSG00000061143	Maml3	82.0	127.5	111.5	329.5	384.0	169.0	427.0	3.5
ENSMUSG00000051498	Tlr6	52.0	52.0	18.5	31.5	16.0	14.0	9.0	6.5
ENSMUSG00000094942	Gm3604	26.0	23.0	14.5	8.0	16.5	89.5	63.5	29.5
ENSMUSG00000082107	Gm16216	168.0	53.0	69.5	46.5	103.0	240.0	186.0	6.5
ENSMUSG00000033961	Zfp446	47.0	49.5	41.0	46.5	61.5	113.0	71.0	216.5
ENSMUSG00000024914	Drap1	1644.0	1303.0	1352.0	1308.0	1424.0	1183.0	1095.0	1568.0
ENSMUSG00000110649	Gm40466	35.0	44.0	29.0	33.5	22.0	24.0	29.5	154.5
ENSMUSG00000112669	AC159542.1	116.0	28.5	76.0	79.0	49.5	57.0	58.0	155.0
ENSMUSG00000040795	Iqcc	128.0	160.5	105.0	87.5	99.0	109.0	97.0	176.0
ENSMUSG00000020024	Cep83	421.0	188.5	238.5	184.0	235.5	390.0	316.0	377.5
ENSMUSG00000020170	Frs2	642.0	1210.0	615.0	741.5	445.5	486.5	559.5	440.5
ENSMUSG00000074405	Zfp865	310.0	474.5	380.5	501.5	490.5	434.0	567.5	440.0
ENSMUSG00000048100	Taf13	253.0	184.0	372.5	326.5	538.5	243.0	148.0	162.5
ENSMUSG00000051705	Senp8	80.0	80.0	65.5	45.0	54.0	53.5	54.0	166.0
ENSMUSG00000048004	Tmem196	224.0	189.0	54.5	78.5	14.0	12.5	13.5	29.0
ENSMUSG00000025227	Mfsd13a	15.0	49.0	89.0	113.0	197.5	170.5	163.5	434.5
ENSMUSG00000007097	Atp1a2	8.0	3.0	2.0	1.5	90.0	70.0	102.0	87.5
ENSMUSG00000024122	Pdpk1	393.0	1208.5	971.5	1086.5	1350.5	1534.0	1604.5	869.0
ENSMUSG00000036834	Plch1	21.0	67.0	146.5	82.5	126.0	202.5	216.5	91.5
ENSMUSG00000020697	Lig3	497.0	644.5	579.5	591.5	625.0	839.0	824.0	631.5
ENSMUSG00000078552	Dcdc2b	80.0	52.0	57.0	46.5	37.0	24.5	26.5	37.0
ENSMUSG00000051184	Zfp524	52.0	75.5	65.5	55.0	52.0	28.5	23.5	34.0
ENSMUSG00000072582	Ptrh2	327.0	156.5	152.5	136.0	130.0	221.0	164.5	293.5
ENSMUSG00000054690	Emcn	315.0	262.0	154.5	66.5	37.5	12.5	112.5	29.0
ENSMUSG00000028463	Car9	8.0	32.0	8.0	9.5	4.0	18.5	199.0	14.5
ENSMUSG00000061374	Fiz1	318.0	270.0	261.5	288.0	319.0	675.5	504.5	1058.5
ENSMUSG00000033793	Atp6v1h	982.0	828.5	1654.0	1600.0	1718.5	765.0	620.0	1227.0
ENSMUSG00000110458	Gm21769	12.0	76.5	67.0	66.0	56.5	86.0	79.5	49.5
ENSMUSG00000040351	Ankib1	576.0	1252.5	980.0	828.0	853.5	409.0	525.0	341.0
ENSMUSG00000096401	Gm21811	671.0	875.0	713.0	705.0	704.5	1094.0	950.5	1812.5
